Username,Content,Post Time,Shares,Comments,Likes
nainai小时光,#小米su7# 下班偶遇小米SU7尊嘟好看诶,4-23 08:07,转发,3,1
zjk2013mi,腾哥@王腾Thomas 直播抽小米SU7#小米su7# 一年使用权，羡慕羡慕中奖的这位#王腾送出雷军奖励的小米su7#,4-23 08:02,转发,1,赞
你是单身狗,"终于看到了武汉江夏的第一辆小米SU7！

@小米汽车 @雷军
#小米SU7#、#日常碎片plog#、#亿点曝光计划#、日常 武汉",4-23 07:57,1,7,12
小怡说车,黑武士还挺帅啊#小米su7#,4-23 转赞人数超过40,转发,20,55
耿不直,这胖子是请来的捧哏吧？这是battle？连规定都不知道#小米su7##陈震#,4-23 07:55,转发,4,赞
搜狐汽车,#陈震直播回应小米SU7争议#两边的专业知识储备、表达能力、逻辑思维，差距有点大#小米SU7# #汽车资讯#,4-23 07:55,转发,评论,1
电动知士运营小妹,"据36氪汽车报道，小米第二款新车定位纯电SUV，这款车预计于2025年上半年推出，延续了首款车的设计水准；第三款车的初步定位在15万元级，预计于2026年推出。 

三年推出三款新车，小米在产品规划上的步调相当清晰。以高端轿车、SUV奠定品牌基调，而后推出低价车型扩大销量，循序渐进斩获主流市场用户。
...全文",4-23 07:34,2,5,1
LAC-庆舍,"跟你们说个事儿，几天前我儿子的手被#小米su7# 后排的电吸门夹了，当时我在场，整个中指扁了还出了不少血。作为父亲，我心疼到完全没想起来用手机现场拍照（配图是今天拍的）。
这让我联想到#理想# 之前因为L7的电吸门夹手，特地给为电吸门增加了一个开关。但作为汽车博主，我并不会去呼吁小米也推出类 ...全文",4-23 转赞人数超过100,18,90,208
大朋有理想,这波@陈震同学 稳赢？有点王自如对战罗永浩的意思#大v聊车##小米su7#,4-23 07:21,转发,评论,赞
不玩车的老何,"小米SU7广西首撞
看样子还是个实线变道全责
不过，车牌竟然是桂AD…现在新上的牌应该是桂AA了，所以这牌子是车主置换的？…
目前广西交付中心还在选址，想知道去哪里修
#我与汽车的日常##小米su7# 南宁",4-23 07:16,转发,5,1
Lorree,苏州区域有人要组小米婚车队伍的吗？流星蓝就位，钱不钱的无所谓，主要想蹭席#小米su7#,4-23 07:09,转发,1,1
CH_陈函,"看到有车商反馈小米SU7撕膜导致前杠边缘掉漆
这事我熟啊！怎么说也在工厂里抬了5年杠

简单来说，就是漆面附着力不行，最常见的原因一个是表面处理不到位，一个是底漆喷少了，质量合格的漆面贴膜是撕不下来的。

在工厂里检验保险杠漆面附着力有一整套方法，其中包括“百格测试”，也就是拿百格 ...全文",4-23 转赞人数超过100,15,83,117
段小熊silence,这黑武士真帅！#小米su7##小米汽车# @小米汽车,4-23 06:59,转发,4,6
不解风情的靓妹,#小米su7##小米# 真的很香,4-23 06:55,转发,1,2
科技小辛,"#小米SU7#锁单超7万辆
计划全年交付目标超10万辆",4-23 转赞人数超过100,62,123,196
强总说车,#小米su7##小米汽车# 当奇瑞园区出现一辆小米SU7，奇瑞汽车的员工还会有心思上班吗[允悲@小米汽车 芜湖·奇瑞商用车(安徽)有限公司,4-23 06:40,转发,1,3
店科技,"陈震已经开播了，和金剪刀线下刚一下有关之前#小米su7# 评测时的一些质疑

有点几年前老罗和王思如那场直播的意思了，这波站谁",4-23 06:35,转发,评论,赞
无水印合集,"#无水印合集##小米su7#
小米su7壁纸",4-23 06:35,转发,评论,赞
阿三七,"在长沙第一次看到小米SU7
确实帅啊，旁边都是女生拍照
#小米su7#",4-23 06:32,11,22,52
三哩侬,#冒个泡##衢州# 已经有大佬开上#小米su7# 了！ 衢州,4-23 06:25,转发,评论,赞
今年旭哥要加油,"#小米su7#
唯有今日无可替代

在26岁圆了23岁的梦
这是一种用多少华丽的辞藻都无法形容的美好
2021年是我人生的低潮
我曾经亲手将我的第一台梦想之车 奥迪A3
拒之门外
因为我坚信我做出了正确的选择
我也为我的人生，
用力的拒绝了一次诱惑

后来的故事，很多人都知道了
那是暗无天日的时刻
那是被抛 ...全文",4-23 06:21,转发,4,11
枪指菊花_,小米汽车和吉利汽车哪个更硬？小米汽车#小米su7#,4-23 06:16,转发,评论,赞
王奔宏,#小米su7# 截止到4月20号，小米su7锁单量已经超过7万台，2024年小米su7 交付目标超过10万量。对于一台新车企第一台车来说应该是很优秀的成绩了吧。,4-23 转赞人数超过70,转发,40,85
阿丫要开心,年轻人的Dream Car#小米su7#,4-23 06:07,转发,1,3
就吃一小口芋泥,问界新m5还是小米su7还是奥迪a4l啊？？？？#小米su7##问界新m5##奥迪a4l#,4-23 06:02,转发,5,3
美美会美,#小米su7# 下班偶遇网红保时米SU7，这不得拍一下,4-23 06:01,转发,3,2
天天去冲浪,"易车榜：小米汽车的反围剿之战。
战况：榜单加入上周大家呼吁的比亚迪汉，以0.42万辆销量的成绩夺得第一名。
极氪001反超小米SU7，以0.22万辆的成绩位居第二名。
小米SU7以0.17万辆的成绩下滑2名，屈居第三名。
小米储备订单是没问题的，上险量下滑，个人猜测可能是早期生产的已经交付完了，产能还在爬 ...全文",4-23 05:54,转发,评论,赞
正经大鹏,"嘿～看着挺眼熟啊！
像谁呢？大声说出来……
猜车#小米su7##新能源汽车#",4-23 05:52,转发,1,赞
许政_ECC,"【当保时捷Taycan车主，开上了小米SU7.....】

小米SU7上市之后，热捧和争议依然同在。于是我们请来了Taycan车主，与熟悉保时捷的大V庞珅 @庞珅_shen，同@小飞哥_ECC 一起聊聊Taycan与SU7横向对比试驾的真实感受。

#小米SU7##保时捷Taycan##新能源大牛说# 许政_ECC的微博视频",4-23 05:51,1,2,4
缤锋评论,小米“人车家全生态”战略迈出历史性一步，截止 4 月 20 日，小米SU7 的锁单量已超过 7 万台，配合小米高端手机和一系列生态链智能产品的大卖，雷军的新生态新跨界呈现出全新气象！#小米su7#,4-23 05:49,转发,1,1
传奇韭菜月半,"好，我试驾完#小米su7# MAX版本了
基于我写得SU7后驱版本
网页链接
我给大家简单说一下SU7 MAX的感受

我没有任何激烈驾驶
没有运动模式
因为我不能在全是行人的路口弹射
我也不能在长安街上响胎
所以一切都是正常代步体验
拥堵+城市路况，代步

首先，方向盘还是太轻了
而且在车辆设置里 ...全文",4-23 转赞人数超过100,8,132,162
Zm-Cam,全款拿下大玩具#小米su7# 长沙·小米汽车交付中心(长沙香江国际汽车城店),4-23 05:46,转发,评论,4
机智的小宋同学,万事俱备，只欠指标#小米su7#,4-23 05:39,转发,2,赞
马热电,"#2024北京车展#
小米SU7已经准备入场，可以开始想象一下后天的火爆场面了。
不知道隔壁的吉利展台怎么应对？不知道保时捷高管会不会去小米展台？#小米su7#",4-23 05:39,转发,评论,赞
Ac迈脚,全球第一台干到珠峰的小米SU7#小米su7##小米汽车# @雷军 日喀则·珠穆朗玛峰大本营 Ac迈脚的微博视频,4-23 05:33,转发,1,2
-文命-,#雷军祝阿维塔12大卖##雷军称着急购车可考虑智界s7#小米汽车#小米su7# 曜石黑要交付了,4-23 05:29,转发,评论,赞
Brothers兄弟帮,"小米的第三周交付 5000辆创始版交付完成 产能继续爬坡，非创始版18号开始交付，按照一周高一周低交付规律，首月应该可以交付8000辆左右，目前小米su7锁单量为7万辆以上。5.6月完成产能爬坡至1万台以上，则最快到10月份消化完这大半月的锁单量，还是有机会今年交付10万辆的。

小米SU7盈亏点年销售在3 ...全文",4-23 05:23,转发,评论,赞
胖虎Shawn,"简单体验了下小米SU7

驾驶动态：操控不错，顶配的空悬支撑性挺好，过大弯没太多侧倾，能量回收和电门踏板的调教和特斯拉很像，电门没延迟，我个人比较习惯。

辅助驾驶：没体验特别多路段，但是过一个无标线的小路口却提示接管方向盘（但最后自己调整好了，并未退出）

回家才发现摄像头上车的 ...全文",4-23 05:17,1,9,8
九月明,"#小米su7# 现在看小米SU7的强大之处是第一辆车就采用纯电驱动，不是混动也不是增程，直接对标Tesla

要知道增程技术在新能源汽车的科技树中只是一个过渡技术，而小米直接弯道超车，推出一款纯电汽车，这才是真正的伟大之处。

对于增程车，北京和上海代表了精英高层的态度，第一就是增程汽车无法直接上 ...全文",4-23 05:14,转发,1,1
LAC-庆舍,昨晚上回到北京了，今天看到#小米SU7#的拓展配件已经到了。其实我好像最需要的是那个无线充电的手机支架,4-23 转赞人数超过100,14,38,122
42号车库,"根据卢伟冰在微博上发布的消息，雷军在小米投资者大会上宣布：

- 截至 4 月 20 日，小米 SU7 的锁单量已经超过 7 万台。

这个成绩还是相当亮眼的，不过对于小米来说，接下来的挑战就是产能提升和快速交付了。

大家觉得这个成绩怎么样？

#42how##新能源汽车##小米su7#",4-23 转赞人数超过10,转发,9,12
我是HYK,"#小米SU7# 的锁单量，截止 4 月 20 日，超过了 7 万辆。现在小米汽车的目标就是全力加大产能，全年交付目标会超 10 万辆。

小米的第一辆车太成功了",4-23 转赞人数超过200,3,63,320
爽爽侃车的花总,"#小米su7# 的锁单量超过了7万台
小米正在准备扩充产能
实现今年交付超过10万台
有点猛！
#汽场全开#",4-23 04:55,转发,1,2
A股逍遥侠,"小米SU7的产能，已经卖完了！
刚刚，雷军在小米投资者大会上宣布，截止到4月20号，小米SU7锁单量已经超过7万台，今年的产能已经卖完了。
这也是够猛的，一款车上市销售，就把产能干光了。
不知道这在全球范围内，算不算一个奇迹了。
另外，这也意味着，有些朋友的订单，可能要登上一段日子了。
当然， ...全文",4-23 04:54,转发,1,102
小胖小胖人间宝藏,"雷总在小米投资者大会上公布信息：
1.截止到4月20日，#小米SU7# 锁单量已超过7万台。
2.2024年小米SU7交付目标超过10万台。
#小米SU7锁单量已超7万台#",4-23 转赞人数超过100,2,15,170
林世伟Alain,"雷总在小米集团2024年投资日宣布，
2024年#小米su7# 交付目标超过10万量！",4-23 转赞人数超过40,6,8,50
Xauto报告,"小米SU7锁单超7万台

4月23日，小米卢伟冰发布微博表示，雷总在今日举办的小米投资者大会上宣布，截止到4月20号，小米SU7锁单量已经超过7万台，今年的产能已经卖完了。

锁单的7万台里，标准版占比28.57%，Pro版占比28.27%，而Max版占比最多，达到了43.16%，可见顶配最受欢迎。
#汽场全开##小米su7# ...全文",4-23 04:42,转发,评论,2
小马甲不小,"#小米su7# 盈亏平衡点：年销量30-40万辆，毛利率目标5-10%。

零售均价约26万，对应零售额780亿-1040亿，毛利润39亿-104亿。

未扣除税费、渠道费用，实际数值要低一些。

小米汽车",4-23 04:42,转发,7,14
电动知士运营小妹,"到底什么时候看到谐音梗才能不笑，SU1是运河

#小米SU7#",4-23 04:37,转发,2,7
许政_ECC,"论如何把小米底盘和整车集成工程师的心血毁于一旦？

#小米su7##新能源大牛说#",4-23 转赞人数超过30,1,10,42
淡中有味清中贵,太帅了太帅了#小米su7#,4-23 04:36,转发,1,赞
有点意思LIVE,"所以这是设计缺陷还是质量问题？
小米 Su7 被曝叶子板有设计 bug
如果被撞或者涉水冲击力大
就会出现这种翅膀问题
看视频感觉这叶子板像是塑料的还挺脆弱
这要是被撞了估计得直接裂开
#小米汽车##小米su7##科技风向标# 北京 有点意思LIVE的微博视频",4-23 转赞人数超过100,33,46,314
汽车之家,"#2024北京车展#【2024北京车展探馆：小米SU7现身展馆】
2024北京车展即将拉开帷幕，汽车之家车展探馆团队在现场看到小米SU7，该车将在本届车展期间对公众亮相，同时还会公布更多有关预定、交付的信息。#2024 北京国际车展# #看北京车展上汽车之家##小米SU7# 详情点击：网页链接",4-23 04:30,1,评论,3
车轮上的小梦,#2024北京车展##小米su7# 不愧是主场，小米su7都在c位～,4-23 04:28,转发,评论,8
枪炮斯基V日常,小米SU7有漏可以捡哦，有点意外哦，喜欢的拼手速了。#小米su7#,4-23 04:24,转发,1,1
开车小麒麟,"买1810，等小米SUV的第10个交易日！
用买小米su7的钱买入小米集团的股票，是个好
选择吗？
今天是小米集团上涨2.2%，净值增长4000多块。
看来今天小米投资者日上的数据对股价有这些小小的提振。
截止4月20号，小米SU7锁单超7万，2024年全年交付目标10万台，首批预定车主女性占比28%，预计未来会超 40% ...全文",4-23 04:22,转发,评论,1
嘿科技研习社,华为智界截胡小米汽车#小米汽车##小米su7##智界s7#小米汽车华为蔚来 嘿科技研习社的微博视频,4-23 04:21,转发,评论,1
中时财经,车企“抢单大战”开始了 蔚来：锁单小米SU7 补贴5000元#蔚来给下定小米su7消费者5000元补贴##新能源汽车##小米SU7# 中时财经的微博视频,4-23 04:15,转发,评论,赞
